"Tabela 2094 - População residente por cor ou raça e religião"
"Variável - População residente (Pessoas)"
"Município";"Religião";"Ano x Cor ou raça"
"Município";"Religião";"2010"
"Município";"Religião";"Branca";"Preta";"Parda"
"2110609";"Total";"3129";"991";"22108"
"2110658";"Total";"1757";"701";"4399"
"2110708";"Total";"8655";"1981";"22648"
"2110807";"Total";"1113";"214";"3271"
"2110856";"Total";"2274";"652";"7201"
"2110906";"Total";"2151";"1609";"7800"
"2111003";"Total";"5195";"1947";"12767"
"2111029";"Total";"2406";"1124";"8695"
"2111052";"Total";"3415";"557";"6717"
"2111078";"Total";"2473";"2043";"12406"
"2111102";"Total";"7474";"2869";"14277"
"2111201";"Total";"36236";"16752";"108193"
"2111250";"Total";"1140";"694";"5277"
"2111300";"Total";"295487";"131589";"574919"
"2111409";"Total";"4124";"2562";"13207"
"2111508";"Total";"8052";"3227";"27425"
"2111532";"Total";"2192";"728";"8925"
"2111573";"Total";"986";"169";"3245"
"2111607";"Total";"3906";"1424";"11840"
"2111631";"Total";"1217";"98";"4687"
"2111672";"Total";"1557";"114";"4237"
"2111706";"Total";"2934";"1481";"16219"
"2111722";"Total";"2548";"1157";"8169"
"2111748";"Total";"1471";"1115";"7443"
"2111763";"Total";"4150";"982";"12698"
"2111789";"Total";"552";"4129";"6083"
"2111805";"Total";"4476";"630";"11734"
"2111904";"Total";"2290";"1011";"6654"
"2111953";"Total";"843";"400";"3360"
"2112001";"Total";"1152";"230";"6378"
"2112100";"Total";"4385";"3949";"19576"
"2112209";"Total";"24490";"17911";"109936"
"2112233";"Total";"4567";"1571";"12559"
"2112274";"Total";"849";"422";"4237"
"2112308";"Total";"11326";"2947";"24469"
"2112407";"Total";"4426";"3275";"26061"
"2112456";"Total";"4389";"2908";"15048"
"2112506";"Total";"11027";"1749";"39624"
"2112605";"Total";"3854";"687";"19838"
"2112704";"Total";"6755";"3187";"39349"
"2112803";"Total";"10771";"4965";"33308"
"2112852";"Total";"2636";"931";"7621"
"2112902";"Total";"8518";"1809";"20718"
"2113009";"Total";"6960";"1882";"22668"
"2114007";"Total";"9986";"4456";"35244"
"2200053";"Total";"4783";"615";"1307"
"2200103";"Total";"714";"516";"3693"
"2200202";"Total";"3632";"1082";"11312"
"2200251";"Total";"3957";"548";"2788"
"2200277";"Total";"2140";"128";"2769"
"2200301";"Total";"2762";"1004";"9702"
"2200400";"Total";"5856";"2055";"30434"
"2200459";"Total";"950";"688";"3286"
"2200509";"Total";"2165";"4205";"10670"
"2200608";"Total";"1155";"761";"4465"
"2200707";"Total";"2255";"444";"6315"
"2200806";"Total";"338";"391";"1978"
"2200905";"Total";"999";"758";"3979"
"2200954";"Total";"605";"289";"1496"
"2201002";"Total";"373";"912";"3039"
"2201051";"Total";"1840";"583";"4912"
"2201101";"Total";"2918";"577";"7360"
"2201150";"Total";"1980";"419";"7818"
"2201176";"Total";"817";"203";"2792"
"2201200";"Total";"6694";"3203";"34356"
"2201309";"Total";"654";"392";"2182"
"2201408";"Total";"1060";"650";"4629"
"2201507";"Total";"3629";"1001";"20724"
"2201556";"Total";"2529";"346";"870"
"2201572";"Total";"953";"67";"2167"
"2201606";"Total";"1406";"399";"7957"
"2201705";"Total";"934";"643";"3625"
"2201739";"Total";"2134";"475";"3059"
"2201770";"Total";"1074";"268";"4935"
"2201804";"Total";"1742";"225";"2388"
"2201903";"Total";"5104";"2139";"14899"
"2201919";"Total";"1902";"83";"3309"
"2201929";"Total";"1527";"490";"3114"
"2201945";"Total";"623";"395";"5171"
"2201960";"Total";"1821";"668";"5370"
"2201988";"Total";"660";"65";"3061"
"2202000";"Total";"4383";"1473";"12914"
"2202026";"Total";"1417";"155";"6353"
"2202059";"Total";"1326";"884";"7545"
"2202075";"Total";"221";"642";"2302"
"2202083";"Total";"1901";"408";"4799"
"2202091";"Total";"1701";"224";"3617"
"2202109";"Total";"657";"767";"3954"
"2202117";"Total";"1492";"236";"2871"
"2202133";"Total";"1307";"457";"3684"
"2202174";"Total";"600";"560";"5527"
"2202208";"Total";"7894";"2307";"34576"
"2202251";"Total";"420";"140";"3164"
"2202307";"Total";"4812";"1639";"13128"
"2202406";"Total";"1813";"427";"8611"
"2202455";"Total";"1276";"739";"1862"
"2202505";"Total";"2297";"1224";"6250"
"2202539";"Total";"1301";"164";"4057"
"2202554";"Total";"903";"172";"3668"
"2202604";"Total";"4176";"2020";"11487"
"2202653";"Total";"1248";"519";"3141"
"2202703";"Total";"7781";"405";"17645"
"2202711";"Total";"620";"462";"3383"
"2202729";"Total";"2242";"116";"3200"
"2202737";"Total";"501";"258";"2986"
"2202752";"Total";"1284";"787";"3903"
"2202778";"Total";"1007";"1463";"4841"
"2202802";"Total";"1210";"274";"2844"
"2202851";"Total";"1131";"132";"3262"
"2202901";"Total";"5225";"3946";"14932"
"2203008";"Total";"1500";"875";"5390"
"2203107";"Total";"2158";"1216";"6585"
"2203206";"Total";"1715";"863";"7974"
"2203230";"Total";"575";"440";"3576"
"2203255";"Total";"393";"563";"3183"
"2203271";"Total";"1137";"158";"2950"
"2203305";"Total";"2462";"1514";"9176"
"2203354";"Total";"1724";"300";"4652"
"2203404";"Total";"2365";"295";"3846"
"2203420";"Total";"1505";"438";"2251"
"2203453";"Total";"3531";"754";"4938"
"2203503";"Total";"3137";"1304";"9679"
"2203602";"Total";"800";"265";"3454"
"2203701";"Total";"8356";"3381";"25403"
"2203750";"Total";"1080";"437";"3557"
"2203800";"Total";"671";"349";"3101"
"2203859";"Total";"497";"274";"1590"
"2203909";"Total";"12021";"8940";"34644"
"2204006";"Total";"520";"534";"3912"
"2204105";"Total";"703";"450";"3099"
"2204154";"Total";"628";"147";"2088"
"2204204";"Total";"3111";"314";"5140"
"2204303";"Total";"4576";"332";"5896"
"2204352";"Total";"1783";"365";"3252"
"2204402";"Total";"1561";"1094";"7476"
"2204501";"Total";"2600";"867";"6623"
"2204550";"Total";"1023";"254";"2972"
"2204600";"Total";"829";"124";"2633"
"2204659";"Total";"1989";"230";"6578"
"2204709";"Total";"3031";"1321";"9907"
"2204808";"Total";"2673";"1038";"5579"
"2204907";"Total";"1092";"1204";"5783"
"2205003";"Total";"2579";"554";"7663"
"2205102";"Total";"2262";"1472";"6655"
"2205151";"Total";"2384";"424";"2791"
"2205201";"Total";"2670";"677";"14200"
"2205250";"Total";"750";"518";"2988"
"2205276";"Total";"544";"136";"3928"
"2205300";"Total";"565";"829";"2796"
"2205359";"Total";"743";"135";"1921"
"2205409";"Total";"2371";"981";"9561"
"2205458";"Total";"857";"561";"3559"
"2205508";"Total";"4807";"2501";"29151"
"2205516";"Total";"1244";"361";"3059"
"2205524";"Total";"375";"358";"4530"
"2205532";"Total";"1147";"122";"3204"
"2205540";"Total";"334";"174";"1993"
"2205557";"Total";"1310";"674";"5838"
"2205565";"Total";"959";"79";"3467"
"2205573";"Total";"2543";"100";"3757"
"2205581";"Total";"465";"540";"2842"
"2205599";"Total";"884";"217";"3741"
"2205607";"Total";"598";"864";"3422"
"2205706";"Total";"8840";"975";"18321"
"2205805";"Total";"5035";"1497";"17922"
"2205854";"Total";"1203";"820";"5542"
"2205904";"Total";"1124";"547";"3462"
"2205953";"Total";"2015";"283";"5414"
"2206001";"Total";"777";"415";"3146"
"2206050";"Total";"1346";"419";"4093"
"2206100";"Total";"2630";"1064";"6600"
"2206209";"Total";"5403";"3068";"23195"
"2206308";"Total";"169";"88";"979"
"2206357";"Total";"2768";"271";"3665"
"2206407";"Total";"1316";"1376";"7618"
"2206506";"Total";"3116";"387";"3838"
"2206605";"Total";"1492";"747";"7987"
"2206654";"Total";"590";"126";"3322"
"2206670";"Total";"1174";"191";"5007"
"2206696";"Total";"1507";"950";"5713"
"2206704";"Total";"903";"1317";"4936"
"2206720";"Total";"999";"1169";"5455"
"2206753";"Total";"682";"293";"3524"
"2206803";"Total";"1098";"612";"6101"
"2206902";"Total";"1096";"653";"4737"
"2206951";"Total";"853";"456";"1743"
"2207009";"Total";"6394";"5237";"23125"
"2207108";"Total";"392";"215";"1903"
"2207207";"Total";"2182";"1016";"3340"
"2207306";"Total";"870";"343";"2844"
"2207355";"Total";"580";"96";"2538"
"2207405";"Total";"1419";"378";"3125"
"2207504";"Total";"1531";"3759";"8043"
"2207553";"Total";"1235";"478";"2392"
"2207603";"Total";"1502";"1342";"6969"
"2207702";"Total";"50831";"9604";"82987"
"2207751";"Total";"581";"753";"2952"
"2207777";"Total";"1403";"301";"4195"
"2207793";"Total";"598";"132";"2949"
"2207801";"Total";"7134";"3157";"8916"
"2207850";"Total";"748";"135";"2737"
"2207900";"Total";"15380";"1173";"20466"
"2207934";"Total";"586";"105";"1683"
"2207959";"Total";"1048";"763";"2132"
"2208007";"Total";"28604";"5108";"38621"
"2208106";"Total";"3591";"1061";"6977"
"2208205";"Total";"5137";"1067";"10691"
"2208304";"Total";"7614";"905";"18909"
"2208403";"Total";"15975";"3475";"41065"
"2208502";"Total";"1714";"1312";"8842"
"2208551";"Total";"312";"511";"1597"
"2208601";"Total";"557";"97";"2356"
"2208650";"Total";"4706";"1583";"1945"
"2208700";"Total";"1441";"1680";"5236"
"2208809";"Total";"2596";"3650";"10773"
"2208858";"Total";"745";"729";"2757"
"2208874";"Total";"511";"837";"2534"
"2208908";"Total";"1474";"642";"4624"
"2209005";"Total";"1242";"721";"4262"
"2209104";"Total";"1291";"574";"4163"
"2209153";"Total";"342";"396";"2992"
"2209203";"Total";"1070";"1276";"3703"
"2209302";"Total";"1129";"635";"3660"
"2209351";"Total";"1815";"56";"3035"
"2209377";"Total";"801";"916";"3346"
"2209401";"Total";"2160";"197";"3617"
"2209450";"Total";"245";"92";"1602"
"2209500";"Total";"755";"353";"2380"
"2209559";"Total";"1201";"183";"2842"
"2209609";"Total";"844";"326";"1807"
"2209658";"Total";"3287";"293";"1800"
"2209708";"Total";"751";"822";"4682"
"2209757";"Total";"549";"225";"2035"
"2209807";"Total";"1346";"919";"2279"
"2209856";"Total";"1520";"113";"2798"
"2209872";"Total";"1180";"78";"4274"
"2209906";"Total";"1068";"478";"4415"
"2209955";"Total";"415";"1416";"2668"
"2209971";"Total";"1797";"358";"5054"
"2210003";"Total";"4091";"2825";"11814"
"2210052";"Total";"1263";"141";"3742"
"2210102";"Total";"501";"345";"2760"
"2210201";"Total";"3287";"444";"2845"
"2210300";"Total";"1937";"418";"3218"
"2210359";"Total";"1089";"283";"3047"
"2210375";"Total";"1079";"124";"1302"
"2210383";"Total";"576";"173";"1289"
"2210391";"Total";"350";"855";"1734"
"2210409";"Total";"3826";"919";"13278"
"2210508";"Total";"2187";"1957";"8961"
"2210607";"Total";"7754";"4049";"20205"
"2210623";"Total";"873";"392";"2279"
"2210631";"Total";"1073";"279";"2667"
"2210656";"Total";"1938";"339";"7267"
"2210706";"Total";"3190";"1398";"8748"
"2210805";"Total";"2389";"1540";"7626"
"2210904";"Total";"563";"512";"3146"
"2210938";"Total";"2881";"181";"3164"
"2210953";"Total";"435";"27";"2230"
"2210979";"Total";"534";"241";"1846"
"2211001";"Total";"213238";"89588";"489354"
"2211100";"Total";"7115";"3433";"31588"
"2211209";"Total";"4864";"2491";"12275"
"2211308";"Total";"4209";"1740";"14118"
"2211357";"Total";"1131";"612";"3113"
"2211407";"Total";"992";"558";"2777"
"2211506";"Total";"773";"80";"2085"
"2211605";"Total";"1215";"102";"1718"
"2211704";"Total";"832";"239";"3111"
"2300101";"Total";"2916";"655";"6856"
"2300150";"Total";"2588";"470";"12269"
"2300200";"Total";"14949";"2459";"39838"
"2300309";"Total";"16509";"2396";"31848"
"2300408";"Total";"4321";"1231";"10295"
"2300507";"Total";"2204";"460";"7982"
"2300606";"Total";"1900";"514";"4357"
"2300705";"Total";"5670";"568";"9776"
"2300754";"Total";"9645";"1113";"28145"
"2300804";"Total";"2956";"1184";"2773"
"2300903";"Total";"4418";"564";"8619"
"2301000";"Total";"19045";"2267";"49762"
"2301109";"Total";"18597";"3313";"46657"
"2301208";"Total";"6491";"1442";"16954"
"2301257";"Total";"3252";"500";"6635"
"2301307";"Total";"6166";"1034";"13199"
"2301406";"Total";"2155";"785";"8020"
"2301505";"Total";"2401";"317";"4891"
"2301604";"Total";"7863";"966";"13503"
"2301703";"Total";"8449";"675";"15282"
"2301802";"Total";"1825";"220";"3882"
"2301851";"Total";"5555";"752";"10795"
"2301901";"Total";"12743";"3825";"37610"
"2301950";"Total";"2741";"339";"16459"
"2302008";"Total";"7431";"816";"12952"
"2302057";"Total";"3217";"947";"10184"
"2302107";"Total";"7350";"1882";"23974"
"2302206";"Total";"14386";"1280";"33191"
"2302305";"Total";"8007";"1352";"21366"
"2302404";"Total";"16450";"2343";"33157"
"2302503";"Total";"13551";"1718";"29403"
"2302602";"Total";"13530";"2799";"43328"
"2302701";"Total";"10324";"1852";"13704"
"2302800";"Total";"17618";"2575";"53036"
"2302909";"Total";"3392";"889";"12620"
"2303006";"Total";"5004";"1245";"13562"
"2303105";"Total";"5335";"915";"11828"
"2303204";"Total";"7749";"988";"17286"
"2303303";"Total";"7654";"1124";"9611"
"2303402";"Total";"7149";"438";"9034"
"2303501";"Total";"18019";"1921";"45905"
"2303600";"Total";"6263";"1127";"11302"
"2303659";"Total";"2627";"242";"7018"
"2303709";"Total";"88369";"17847";"211708"
"2303808";"Total";"9707";"1482";"12960"
"2303907";"Total";"2982";"666";"8792"
"2303931";"Total";"2498";"575";"9416"
"2303956";"Total";"5674";"738";"12433"
"2304004";"Total";"8509";"1489";"11518"
"2304103";"Total";"23038";"3230";"44876"
"2304202";"Total";"37813";"9328";"72808"
"2304236";"Total";"4014";"447";"12149"
"2304251";"Total";"7223";"1279";"13951"
"2304269";"Total";"3282";"182";"5595"
"2304277";"Total";"2571";"518";"3646"
"2304285";"Total";"14653";"3127";"27307"
"2304301";"Total";"5706";"973";"11896"
"2304350";"Total";"6648";"1264";"13667"
"2304400";"Total";"888933";"108349";"1418832"
"2304459";"Total";"4057";"666";"10076"
"2304509";"Total";"4246";"548";"8032"
"2304608";"Total";"1751";"287";"4030"
"2304657";"Total";"4781";"776";"9296"
"2304707";"Total";"11112";"2836";"37244"
"2304806";"Total";"1356";"122";"3114"
"2304905";"Total";"4400";"178";"5507"
"2304954";"Total";"5627";"1169";"16945"
"2305001";"Total";"11048";"1011";"24890"
"2305100";"Total";"1156";"133";"2830"
"2305209";"Total";"6253";"840";"11963"
"2305233";"Total";"16664";"2238";"35565"
"2305266";"Total";"3380";"503";"8985"
"2305308";"Total";"6710";"636";"16140"
"2305332";"Total";"3945";"192";"7160"
"2305357";"Total";"6910";"1112";"10279"
"2305407";"Total";"21622";"2427";"41019"
"2305506";"Total";"36699";"3389";"55833"
"2305605";"Total";"9853";"1534";"13753"
"2305654";"Total";"3025";"462";"7704"
"2305704";"Total";"4081";"238";"7627"
"2305803";"Total";"13229";"1479";"25166"
"2305902";"Total";"11688";"1044";"24591"
"2306009";"Total";"5361";"870";"7039"
"2306108";"Total";"5111";"573";"16480"
"2306207";"Total";"2355";"153";"4744"
"2306256";"Total";"8328";"2158";"25101"
"2306306";"Total";"13465";"1490";"32864"
"2306405";"Total";"29823";"4365";"79539"
"2306504";"Total";"4010";"1639";"12698"
"2306553";"Total";"9222";"1128";"24736"
"2306603";"Total";"3833";"711";"13559"
"2306702";"Total";"6083";"1303";"10128"
"2306801";"Total";"3580";"566";"6140"
"2306900";"Total";"11609";"1304";"21107"
"2307007";"Total";"14513";"1786";"15631"
"2307106";"Total";"5599";"1452";"19147"
"2307205";"Total";"2200";"162";"5258"
"2307254";"Total";"5534";"349";"11099"
"2307304";"Total";"82401";"12602";"151975"
"2307403";"Total";"7722";"928";"15065"
"2307502";"Total";"11452";"1136";"18078"
"2307601";"Total";"25767";"3931";"25786"
"2307635";"Total";"4237";"957";"12698"
"2307650";"Total";"60203";"9575";"133465"
"2307700";"Total";"33472";"6957";"71554"
"2307809";"Total";"6990";"2061";"15454"
"2307908";"Total";"2125";"307";"7740"
"2308005";"Total";"6300";"2511";"25616"
"2308104";"Total";"13851";"1992";"27773"
"2308203";"Total";"2656";"428";"10388"
"2308302";"Total";"7599";"1248";"19133"
"2308351";"Total";"5947";"498";"6512"
"2308377";"Total";"3438";"473";"8784"
"2308401";"Total";"8629";"1801";"23347"
"2308500";"Total";"15278";"1136";"26089"
"2308609";"Total";"4069";"336";"10247"
"2308708";"Total";"25456";"2529";"33644"
"2308807";"Total";"1329";"348";"6374"
"2308906";"Total";"7294";"1370";"11750"
"2309003";"Total";"5372";"827";"7735"
"2309102";"Total";"3022";"677";"7698"
"2309201";"Total";"3887";"716";"9373"
"2309300";"Total";"9517";"907";"20114"
"2309409";"Total";"8922";"1825";"16107"
"2309458";"Total";"5690";"1234";"16931"
"2309508";"Total";"7064";"514";"13772"
"2309607";"Total";"16414";"2376";"42345"
"2309706";"Total";"18888";"3472";"48549"
"2309805";"Total";"2431";"732";"8140"
"2309904";"Total";"2056";"231";"3595"
"2310001";"Total";"3402";"245";"5067"
"2310100";"Total";"2599";"970";"8394"
"2310209";"Total";"7889";"1239";"22146"
"2310258";"Total";"7331";"792";"21613"
"2310308";"Total";"11365";"1956";"17653"
"2310407";"Total";"3462";"344";"7412"
"2310506";"Total";"11309";"929";"29462"
"2310605";"Total";"2377";"310";"5450"
"2310704";"Total";"10913";"689";"23334"
"2310803";"Total";"6266";"197";"9061"
"2310852";"Total";"4999";"1081";"12387"
"2310902";"Total";"6388";"378";"8627"
"2310951";"Total";"3469";"670";"6013"
"2311009";"Total";"3819";"125";"6743"
"2311108";"Total";"3810";"635";"10434"
"2311207";"Total";"3354";"743";"6173"
"2311231";"Total";"3197";"220";"2638"
"2311264";"Total";"6435";"811";"12230"
"2311306";"Total";"23746";"4496";"51098"
"2311355";"Total";"5671";"168";"9097"
"2311405";"Total";"19746";"4600";"45883"
"2311504";"Total";"7094";"622";"11654"
"2311603";"Total";"4908";"1288";"20038"
"2311702";"Total";"7150";"486";"11519"
"2311801";"Total";"27144";"2707";"39589"
"2311900";"Total";"6131";"695";"8777"
"2311959";"Total";"4070";"1332";"9697"
"2312007";"Total";"6800";"3029";"19581"
"2312106";"Total";"4246";"611";"12253"
"2312205";"Total";"10787";"1695";"29419"
"2312304";"Total";"15615";"1249";"26805"
"2312403";"Total";"11026";"1795";"30687"
"2312502";"Total";"2717";"331";"4832"
"2312601";"Total";"3321";"291";"8697"
"2312700";"Total";"8742";"1388";"14986"
"2312809";"Total";"1113";"212";"5362"
"2312908";"Total";"55632";"10828";"118754"
"2313005";"Total";"6238";"625";"10658"
"2313104";"Total";"13863";"1079";"13839"
"2313203";"Total";"6554";"992";"17370"
"2313252";"Total";"4431";"482";"3847"
"2313302";"Total";"24951";"3288";"26815"
"2313351";"Total";"4596";"388";"11542"
"2313401";"Total";"21536";"4001";"42063"
"2313500";"Total";"11510";"1732";"37792"
"2313559";"Total";"2895";"461";"10932"
"2313609";"Total";"9912";"1019";"20748"
"2313708";"Total";"2913";"351";"4243"
"2313757";"Total";"4053";"456";"14143"
"2313807";"Total";"4662";"561";"14409"
"2313906";"Total";"2602";"429";"9722"
"2313955";"Total";"5637";"508";"11260"
"2314003";"Total";"13908";"1083";"23374"
"2314102";"Total";"10810";"1139";"42714"
"2400109";"Total";"5733";"534";"4693"
"2400208";"Total";"18715";"4254";"29301"
"2400307";"Total";"2918";"852";"6921"
"2400406";"Total";"1423";"299";"1255"
"2400505";"Total";"5582";"550";"7145"
"2400604";"Total";"2143";"64";"2635"
"2400703";"Total";"5071";"417";"6687"
"2400802";"Total";"3812";"1739";"5913"
"2400901";"Total";"3387";"264";"3247"
"2401008";"Total";"15483";"902";"18087"
"2401107";"Total";"7324";"2052";"15751"
"2401206";"Total";"3533";"923";"8344"
"2401305";"Total";"3986";"416";"4842"
"2401404";"Total";"2742";"197";"5604"
"2401453";"Total";"7959";"1319";"14066"
"2401503";"Total";"1551";"97";"2271"
"2401602";"Total";"1271";"97";"3634"
"2401651";"Total";"982";"65";"1339"
"2401701";"Total";"2931";"721";"5685"
"2401800";"Total";"4260";"326";"6953"
"2401859";"Total";"1900";"527";"3541"
"2401909";"Total";"989";"221";"2056"
"2402006";"Total";"37273";"2854";"22237"
"2402105";"Total";"4213";"186";"5825"
"2402204";"Total";"10394";"1209";"18983"
"2402303";"Total";"7373";"1205";"10480"
"2402402";"Total";"4761";"376";"2261"
"2402501";"Total";"2884";"248";"6534"
"2402600";"Total";"17898";"5751";"43284"
"2402709";"Total";"4533";"312";"5953"
"2402808";"Total";"1911";"159";"3242"
"2402907";"Total";"2366";"75";"2309"
"2403004";"Total";"3996";"424";"3534"
"2403103";"Total";"21961";"2250";"18192"
"2403202";"Total";"2788";"192";"3478"
"2403251";"Total";"98385";"10121";"91729"
"2403301";"Total";"2691";"95";"2421"
"2403400";"Total";"3057";"170";"2500"
"2403509";"Total";"3491";"745";"6182"
"2403608";"Total";"6317";"2248";"15606"
"2403707";"Total";"2210";"220";"3299"
"2403756";"Total";"784";"108";"1952"
"2403806";"Total";"4394";"444";"4073"
"2403905";"Total";"1371";"55";"1447"
"2404002";"Total";"1768";"132";"2319"
"2404101";"Total";"769";"296";"1034"
"2404200";"Total";"7619";"1321";"12885"
"2404309";"Total";"5069";"851";"6339"
"2404408";"Total";"3325";"328";"5661"
"2404507";"Total";"4338";"1578";"6181"
"2404606";"Total";"2968";"190";"8949"
"2404705";"Total";"4031";"948";"8566"
"2404804";"Total";"1224";"99";"752"
"2404853";"Total";"2110";"425";"4269"
"2404903";"Total";"2543";"174";"2765"
"2405009";"Total";"3471";"296";"4119"
"2405108";"Total";"2064";"372";"4160"
"2405207";"Total";"1795";"380";"2959"
"2405306";"Total";"2956";"225";"5773"
"2405405";"Total";"1907";"49";"3527"
"2405504";"Total";"214";"27";"2357"
"2405603";"Total";"7941";"267";"5255"
"2405702";"Total";"8007";"506";"3535"
"2405801";"Total";"10008";"1992";"19319"
"2405900";"Total";"1090";"49";"1421"
"2406007";"Total";"3055";"166";"2624"
"2406106";"Total";"7476";"705";"9340"
"2406155";"Total";"1211";"152";"2203"
"2406205";"Total";"2544";"590";"3012"
"2406304";"Total";"2292";"104";"4551"
"2406403";"Total";"1035";"102";"1532"
"2406502";"Total";"4490";"671";"8732"
"2406601";"Total";"2599";"105";"4854"
"2406700";"Total";"3510";"216";"6484"
"2406809";"Total";"1054";"117";"3428"
"2406908";"Total";"1835";"223";"1566"
"2407005";"Total";"3846";"408";"5310"
"2407104";"Total";"21060";"4068";"43587"
"2407203";"Total";"8703";"3801";"16054"
"2407252";"Total";"1371";"44";"2116"
"2407302";"Total";"4115";"488";"3558"
"2407401";"Total";"3577";"371";"4267"
